FMID,MarketName,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1002081,L.A. Leimert Park Farmers Market,Hollywood,Los Angeles,California,90028,-118.34,34.0106,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003542,Memorial Regional Hospital Market,Hollywood,Broward,Florida,33021,-80.1814,26.0197,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002366,Yellow Green Farmers Market,Hollywood,Broward,Florida,33021,-80.16846,26.02811,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
1007203,Holmen Farmers Market,Holmen,,Wisconsin,,-91.2652,43.969,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010013,Holmes City Farmers' Market,Holmes City,Douglas,Minnesota,56341,-95.543419,45.835264,N,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N
1000918,Holt Farmers Market,Holt,Ingham,Michigan,48842,-84.520014,42.645141,Y,Y,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N
1002839,Jackson County Farmers Market I,Holton,Jackson,Kansas,55436,-95.7452,39.4649,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008416,City of Holyoke Farmers' Market,Holyoke,Hampden,Massachusetts,1040,-72.608042,42.20662,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1006902,Holyoke/Donahue Elementary School,Holyoke,Hampden,Massachusetts,1040,-72.6404,42.1781,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006970,Holyoke/Friday,Holyoke,Hampden,Massachusetts,1040,-72.6451,42.1696,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005558,Homer Farmers Market,Homer,Cortland,New York,13077,-76.1787381,42.635317,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y
1006943,Homer Farmers Market,Homer,Calhoun,Michigan,49245,-84.8066,42.1465,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N
1007267,Homer Farmers Market,Homer,Kenai Peninsula,Alaska,99603,-151.512342,59.638109,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y
1005548,All Locally Grown Produce,Homestead,Miami-Dade,Florida,33187,-80.430378,25.50788,Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1002595,COFFO Harvest Farmers' Market,Homestead,Miami-Dade,Florida,33033,-80.4834,25.4635,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
1005551,Everglades Swamp Market,Homestead,Miami-Dade,Florida,33030,-80.4776,25.4687,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005153,Homestead Farmer's Market,Homestead,Iowa,Iowa,52236,-91.8777,41.7613,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1009287,Keys Gate Farmer's Market ,Homestead,,Florida,33035,-80.4381,25.4616,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1019410,Redland Community Farm and Market,Homestead,Miami-Dade,Florida,33033,-80.395809,25.506957,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y
1019411,Redland Community Farm and Market,Homestead,Miami-Dade,Florida,33033,-80.39582,25.506957,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y
1000658,Homewood Farmers Market,Homewood,Placer,California,96141,-120.169,39.0978,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009663,Homewood Farmers Market,Homewood,Cook,Illinois,60430,-87.666767,41.563148,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N
1010807,URBAN COOKHOUSE FARMER'S MARKET - HOMEWOOD,Homewood,Jefferson,Alabama,35209,-86.790909,33.480175,Y,N,N,N,N,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y
1019706,Main Street Farmers Market,Honesdale,Wayne,Pennsylvania,18431,-75.257392,41.575114,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1019664,Wayne County Farmers Market,Honesdale ,Wayne,Pennsylvania,18431,-75.251749,41.567023,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N
1016870,Farmers' Market at Hamakua Harvest,Honokaa,Hawaii,Hawaii,96727,-155.44974,20.070927,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y
1005258,Aina Moana  Park (People's Open Market),Honolulu,Honolulu,Hawaii,96822,-157.84493,21.287867,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1005250,City Hall Parking Lot Deck (People's Open Market),Honolulu,Honolulu,Hawaii,96813,-157.852699,21.305408,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1001353,Fort Street near Wilcox Park,Honolulu,Honolulu,Hawaii,96814,-157.862,21.3093,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009849,Hawaii Farm Bureau Farmers' Markets,Honolulu,Honolulu,Hawaii,,-157.8583333,21.3069444,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009660,Hawaii Kai Park n Ride (People's Open Market),Honolulu,Honolulu,Hawaii,,-157.713935,21.283943,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1007525,Hawaii Kai Towne Center,Honolulu,Honolulu,Hawaii,96816,-157.712,21.2826,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007737,Honolulu Farmers Market,Honolulu,Honolulu,Hawaii,96814,-157.852,21.2992,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002217,Kakaako Farmers' Market,Honolulu,Honolulu,Hawaii,96814,-157.855564,21.294941,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N
1005252,Kalihi Valley District Park (People's Open Market),Honolulu,Honolulu,Hawaii,96819,-157.8698,21.344726,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1008118,Kamehameha Community Park (People's Open Market),Honolulu,Honolulu,Hawaii,96822,-157.872454,21.335165,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1005255,Kaumualii Street (People's Open Market),Honolulu,Honolulu,Hawaii,96819,-157.877976,21.327407,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1007736,KCC Diamond Head Farmers Market,Honolulu,Honolulu,Hawaii,96816,-157.799,21.268,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007005,Luau Farmers Market,Honolulu,Honolulu,Hawaii,96801,-157.858,21.3069,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005256,Makiki District Park (People's Open Market),Honolulu,Honolulu,Hawaii,96822,-157.836497,21.303939,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
1005257,Manoa Valley District Park (People's Open Market),Honolulu,Honolulu,Hawaii,96826,-157.807997,21.314189,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
1009659,Old Stadium Park (People's Open Market),Honolulu,Honolulu,Hawaii,,-157.827323,21.292322,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1005248,Palolo Valley District Park (People's Open Market),Honolulu,Honolulu,Hawaii,96813,-157.797316,21.29891,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1005260,Queen Kapiolani Park (People's Open Market),Honolulu,Honolulu,Hawaii,96822,-157.81638,21.268812,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
1005262,Salt Lake Municipal Lot (People's Open Market),Honolulu,Honolulu,Hawaii,96818,-157.904131,21.346157,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
1001265,Waialua Farmers' Market,Honolulu,Honolulu,Hawaii,96824,-158.126,21.574,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007541,Waikiki Farmers' Market,Honolulu,Honolulu,Hawaii,96815-3738,-157.821,21.2754,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009059,Honor Farmers Market,Honor,Benzie,Michigan,49640,-86.022776,44.665207,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012076,Hood River Farmers Market,Hood River,Hood River,Oregon,OR,-121.515814,45.710094,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y
1011470,Mercado del Valle,Hood River,Hood River,Oregon,97031,-121.541646,45.625517,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1007714,Hooksett Farmers' Market,Hooksett,,New Hampshire,,-71.5778,43.6852,N,N,N,N,N,-,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004570,Hoopa Farmers Market,Hoopa,Humboldt,California,95546,-123.677,41.0492,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008901,Hoosick Falls Farmers Market,Hoosick Falls,Rensselaer,New York,12090,-73.351968,42.899451,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1002610,Fresh Market at Ross Bridge,Hoover,Jefferson,Alabama,35226,-86.881,33.3927,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003197,RiverchaseUMC Farmer's Market,Hoover,Shelby,Alabama,35244,-86.808493,33.357255,N,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1000813,Hope Community Market,HOpe,Bonner,Idaho,83836,-116.297,48.2417,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1012555,Hope Farmers Market,Hope,Hempstead,Arkansas,71801,-93.592601,33.667057,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1009194,Hopedale Farmers' Market ,Hopedale,,Ohio,43976,-80.9516,40.3136,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006983,Hopewell Community Farmers Market,Hopewell,Mercer County,New Jersey,,-74.7639,40.3918,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000323,Hopkins Farmers Market,Hopkins,Hennepin,Minnesota,55343,-93.41175,44.92377,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y
1012041,Hopkins Farmers Winter Market,Hopkins,Hennepin,Minnesota,55343,-93.417104,44.925619,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y
1008629,Bradford Square Farmers' Market,Hopkinsville,Christian,Kentucky,42240,-87.47376,36.8337026,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1004844,Hopkinsville-Christian County Downtown Farmers Market,Hopkinsville,Christian,Kentucky,42240,-87.489238,36.865923,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1008366,Hopkinton Farmers Market,Hopkinton,Middlesex,Massachusetts,1748,-71.51777,42.229299,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1002648,Horicon Farmers Market,Horicon,Dodge,Wisconsin,53032,-88.630314,43.442435,N,Y,N,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1011646,El Mercado Familiar,Hormigueros,Hormigueros,Puerto Rico,660,-67.120577,18.143559,Y,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
1003321,Hornell Farmers Market - Broadway Mall,Hornell,Steuben,New York,14843,-77.6601,42.3268,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
1003322,Hornell Farmers Market - Broadway Park,Hornell,Steuben,New York,,-77.660358,42.32638,Y,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1006462,Bath County Farmers Market,Hot Springs,Bath,Virginia,24445,-79.833811,38.001164,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N
1002268,Grandma's Farm & Zoo,Hot Springs,Fall River,South Dakota,57747,-103.35414,43.283922,Y,N,N,N,N,-,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019330,Historic Downtown Farmers Market,Hot Springs,Garland,Arkansas,71901,-93.050943,34.504886,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N
1005663,Hot Springs Farmers Market,Hot Springs,Sanders,Montana,59845,-114.668845,47.610329,N,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1019313,Hot Springs Farmers Market,Hot Springs,Fall River,South Dakota,57747,-103.479082,43.432276,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1007140,Tuma’s Farmers Market,Hot Springs,Fall River County,South Dakota,,-96.576,45.2407,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009973,Community Farmers Market,Hot Springs Village,Garland,Arkansas,71909,-93.057111,34.629989,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y
1004433,Hotchkiss Farmers' Market,Hotchkiss,Delta,Colorado,,-107.722,38.7989,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010506,Osma Acres Farmers Market,Houghton ,Houghton,Michigan,49931,-88.6430842,47.1920323,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1002461,Houlton Community Market,Houlton,Aroostook,Maine,4730,-67.84067,46.1256,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1004862,Cajun Farmers Market,Houma,Terrebonne,Louisiana,70361,-90.7272087,29.5943053,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001128,"Downtown Houma Farmers, Fishermen and Artisans Market",Houma,Terrebonne,Louisiana,70360,-90.7437249,29.6086166,N,N,N,N,N,-,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1001485,City Hall Farmers Market,Houston,Harris,Texas,77002,-95.3693,29.7602,N,N,N,N,N,-,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1011673,East End Market,Houston,Harris,Texas,77003,-95.342978,29.757511,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N
1019602,Get Moving Houston Farmers Market - Acres Homes,Houston,Houston,Texas,77091,-95.422239,29.857439,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019603,Get Moving Houston Farmers Market - Denver Harbor ,Houston,Houston,Texas,77020,-95.386342,29.780472,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019604,Get Moving Houston Farmers Market - Hiram Clarke ,Houston,Houston,Texas,77045,-95.43355,29.614043,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019605,Get Moving Houston Farmers Market - Magnolia,Houston,Houston,Texas,77011,-95.300902,29.734482,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019606,Get Moving Houston Farmers Market - Northeast,Houston,Houston,Texas,77016,-95.304197,29.851549,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019608,Get Moving Houston Farmers Market - Sunnyside,Houston,Houston,Texas,77051,-95.356477,29.656412,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1009529,Locavore Farmers' Market ,Houston,,Texas,77070,-95.5888,29.9979,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007156,Midtown Farmers Market,Houston,Harris,Texas,77002,-95.3664,29.7558,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009467,Natural Living Farmers Market ,Houston,,Texas,77021,-95.3458,29.7026,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000732,Rice University Farmers Market,Houston,Harris,Texas,77005,-95.410252,29.714855,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1019342,Urban Harvest Farmers Market,Houston,Harris,Texas,77027,-95.431103,29.741093,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
1010319,Westchase District Farmers Market,Houston,Harris,Texas,77042,-95.560152,29.736539,Y,N,N,N,N,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N
1019247,Your Neighborhood Farmers Market-CityCentre,Houston,Harris,Texas,77024,-95.386342,29.780472,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y
1019607,Get Moving Houston Farmers Market - Southwest,Houston ,Houston,Texas,77074,-95.496227,29.711246,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1018073,Houston Farm & Art Market,Houston ,Matanuska-Susitna,Alaska,99694,-149.807353,61.629821,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
1010710,Lone Star Farmer's Market,Houston ,Texas,Missouri,65483,-91.957181,37.326454,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y
1019250,Your Neighborhood Farmers Market-Summerwood,Houston ,Harris,Texas,77044,-95.1773832,29.9341141,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y
1006496,Howard City DDA Farmer's Market,Howard City,Montcalm,Michigan,49329,-85.4701,43.397,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000963,Howe Farmers Market,Howe,Lagrange,Indiana,46746,-85.379,41.7227,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005783,Hartland Farmer's Market,Howell,Livingston,Michigan,48843,-83.7637,42.6327,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1007739,Howell Farmers Market,Howell,Livingston,Michigan,48843,-83.9115,42.6029,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007740,Howell Farmers Market,Howell,Livingston,Michigan,48843,-83.931,42.6054,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000267,Schuyler Farmers Market,Howells,Colfax,Nebraska,68641,-96.9639,41.6128,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009418,Howland Farmers Market ,Howland,,Ohio,44484,-80.7512,41.2383,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001081,Hoxie Farmers Market,Hoxie,Lawrence,Arkansas,72433,-91.022,36.0453,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1011085,Hoxie Farmers' Market,Hoxie,Sheridan,Kansas,67740,-100.440135,39.358126,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N
